sku,salesdate,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price,avg_price_per_unit
File Folders SKU 36,2022-11-24,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,292.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-11-25,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,283.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-11-26,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,283.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-11-27,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,283.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-11-28,25.69,5,128.0,52.0,41.0,19.0,5.0,11.0,26.28,25.92,24.75,29.15,283.0,24.99,35.99,25.6
File Folders SKU 36,2022-11-29,25.89,4,104.0,42.0,33.0,16.0,4.0,9.0,26.28,25.92,24.75,29.15,283.0,24.99,35.99,26.0
File Folders SKU 36,2022-11-30,25.59,6,154.0,63.0,49.0,23.0,7.0,12.0,26.28,25.92,24.75,29.15,279.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-01,25.69,8,206.0,84.0,66.0,31.0,5.0,20.0,26.28,25.92,24.75,29.15,279.0,24.99,35.99,25.75
File Folders SKU 36,2022-12-02,25.99,3,78.0,31.0,25.0,12.0,8.0,2.0,26.28,25.92,24.75,29.15,284.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-03,25.49,1,25.0,10.0,8.0,4.0,1.0,2.0,26.28,25.92,24.75,29.15,284.0,24.99,35.99,25.0
File Folders SKU 36,2022-12-04,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,277.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-05,25.49,1,25.0,10.0,8.0,4.0,10.0,-7.0,26.28,25.92,24.75,29.15,275.0,24.99,35.99,25.0
File Folders SKU 36,2022-12-06,25.69,4,103.0,42.0,33.0,15.0,8.0,5.0,26.28,25.92,24.75,29.15,270.0,24.99,35.99,25.75
File Folders SKU 36,2022-12-07,25.99,1,26.0,10.0,8.0,4.0,7.0,-3.0,26.28,25.92,24.75,29.15,265.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-08,25.69,13,334.0,136.0,107.0,50.0,8.0,33.0,26.28,25.92,24.75,29.15,265.0,24.99,35.99,25.692307692307693
File Folders SKU 36,2022-12-09,25.69,5,128.0,52.0,41.0,19.0,5.0,11.0,26.28,25.92,24.75,29.15,265.0,24.99,35.99,25.6
File Folders SKU 36,2022-12-10,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,265.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-11,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,265.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-12,25.59,6,154.0,63.0,49.0,23.0,5.0,14.0,26.28,25.92,24.75,29.15,265.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-13,25.99,6,156.0,63.0,49.0,23.0,7.0,14.0,26.28,25.92,24.75,29.15,265.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-14,25.79,5,129.0,52.0,41.0,19.0,7.0,10.0,26.28,25.92,24.75,29.15,236.0,24.99,35.99,25.8
File Folders SKU 36,2022-12-15,0.0,0,0.0,0.0,0.0,0.0,8.0,-8.0,26.28,25.92,24.75,29.15,236.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-16,25.59,3,77.0,31.0,25.0,12.0,7.0,2.0,26.28,25.92,24.75,29.15,235.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-17,25.99,6,156.0,63.0,49.0,23.0,0.0,21.0,26.28,25.92,24.75,29.15,230.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-18,25.99,1,26.0,10.0,8.0,4.0,4.0,0.0,26.28,25.92,24.75,29.15,229.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-19,25.79,3,77.0,31.0,25.0,12.0,4.0,5.0,26.28,25.92,24.75,29.15,226.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-20,25.89,8,207.0,84.0,66.0,31.0,4.0,22.0,26.28,25.92,24.75,29.15,222.0,24.99,35.99,25.875
File Folders SKU 36,2022-12-21,25.79,9,232.0,94.0,74.0,35.0,8.0,21.0,26.28,25.92,24.75,29.15,215.0,24.99,35.99,25.77777777777778
File Folders SKU 36,2022-12-22,25.99,2,52.0,21.0,16.0,8.0,8.0,-1.0,26.28,25.92,24.75,29.15,212.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-23,25.99,1,26.0,10.0,8.0,4.0,0.0,4.0,26.28,25.92,24.75,29.15,211.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-24,25.99,1,26.0,10.0,8.0,4.0,0.0,4.0,26.28,25.92,24.75,29.15,206.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-25,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,205.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2022-12-26,25.99,1,26.0,10.0,8.0,4.0,5.0,-1.0,26.28,25.92,24.75,29.15,205.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-27,25.99,1,26.0,10.0,8.0,4.0,6.0,-2.0,26.28,25.92,24.75,29.15,205.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-28,20.39,14,285.0,147.0,115.0,43.0,5.0,-25.0,26.28,25.92,24.75,29.15,199.0,24.99,35.99,20.357142857142858
File Folders SKU 36,2022-12-29,25.99,3,78.0,31.0,25.0,12.0,6.0,4.0,26.28,25.92,24.75,29.15,194.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-30,25.99,9,234.0,94.0,74.0,35.0,7.0,24.0,26.28,25.92,24.75,29.15,190.0,24.99,35.99,26.0
File Folders SKU 36,2022-12-31,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,184.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-01-01,25.99,1,26.0,10.0,8.0,4.0,1.0,3.0,26.28,25.92,24.75,29.15,177.0,24.99,35.99,26.0
File Folders SKU 36,2023-01-02,25.99,1,26.0,10.0,8.0,4.0,4.0,0.0,26.28,25.92,24.75,29.15,171.0,24.99,35.99,26.0
File Folders SKU 36,2023-01-03,25.79,6,155.0,63.0,49.0,23.0,10.0,10.0,26.28,25.92,24.75,29.15,170.0,24.99,35.99,25.833333333333332
File Folders SKU 36,2023-01-04,25.79,9,232.0,94.0,74.0,35.0,13.0,16.0,26.28,25.92,24.75,29.15,165.0,24.99,35.99,25.77777777777778
File Folders SKU 36,2023-01-05,25.79,22,567.0,231.0,181.0,85.0,17.0,53.0,26.28,25.92,24.75,29.15,166.0,24.99,35.99,25.772727272727273
File Folders SKU 36,2023-01-06,25.89,5,129.0,52.0,41.0,19.0,9.0,8.0,26.28,25.92,24.75,29.15,160.0,24.99,35.99,25.8
File Folders SKU 36,2023-01-08,25.99,2,52.0,21.0,16.0,8.0,3.0,4.0,26.28,25.92,24.75,29.15,144.0,24.99,35.99,26.0
File Folders SKU 36,2023-01-09,25.69,6,154.0,63.0,49.0,23.0,8.0,11.0,26.28,25.92,24.75,29.15,138.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-01-10,25.69,4,103.0,42.0,33.0,15.0,14.0,-1.0,26.28,25.92,24.75,29.15,132.0,24.99,35.99,25.75
File Folders SKU 36,2023-01-11,25.39,14,355.0,147.0,115.0,53.0,11.0,29.0,26.28,25.92,24.75,29.15,115.0,24.99,35.99,25.357142857142858
File Folders SKU 36,2023-01-12,25.89,8,207.0,84.0,66.0,31.0,9.0,17.0,26.28,25.92,24.75,29.15,113.0,24.99,35.99,25.875
File Folders SKU 36,2023-01-13,25.79,9,232.0,94.0,74.0,35.0,11.0,18.0,26.28,25.92,24.75,29.15,110.0,24.99,35.99,25.77777777777778
File Folders SKU 36,2023-01-14,25.99,2,52.0,21.0,16.0,8.0,7.0,0.0,26.28,25.92,24.75,29.15,104.0,24.99,35.99,26.0
File Folders SKU 36,2023-01-15,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,102.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-01-16,25.69,5,128.0,52.0,41.0,19.0,4.0,12.0,26.28,25.92,24.75,29.15,95.0,24.99,35.99,25.6
File Folders SKU 36,2023-01-17,25.89,8,207.0,84.0,66.0,31.0,11.0,15.0,26.28,25.92,24.75,29.15,92.0,24.99,35.99,25.875
File Folders SKU 36,2023-01-18,25.79,5,129.0,52.0,41.0,19.0,5.0,12.0,26.28,25.92,24.75,29.15,83.0,24.99,35.99,25.8
File Folders SKU 36,2023-01-19,25.79,8,206.0,84.0,66.0,31.0,9.0,16.0,26.28,25.92,24.75,29.15,72.0,24.99,35.99,25.75
File Folders SKU 36,2023-01-20,25.19,9,227.0,94.0,74.0,34.0,5.0,20.0,26.28,25.92,24.75,29.15,65.0,24.99,35.99,25.22222222222222
File Folders SKU 36,2023-01-21,25.99,1,26.0,10.0,8.0,4.0,6.0,-2.0,26.28,25.92,24.75,29.15,65.0,24.99,35.99,26.0
File Folders SKU 36,2023-01-22,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,63.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-01-23,25.49,4,102.0,42.0,33.0,15.0,5.0,7.0,26.28,25.92,24.75,29.15,64.0,24.99,35.99,25.5
File Folders SKU 36,2023-01-24,25.79,5,129.0,52.0,41.0,19.0,11.0,6.0,26.28,25.92,24.75,29.15,59.0,24.99,35.99,25.8
File Folders SKU 36,2023-01-25,25.89,4,104.0,42.0,33.0,16.0,10.0,3.0,26.28,25.92,24.75,29.15,55.0,24.99,35.99,26.0
File Folders SKU 36,2023-01-26,25.79,7,181.0,73.0,58.0,27.0,13.0,10.0,26.28,25.92,24.75,29.15,50.0,24.99,35.99,25.857142857142858
File Folders SKU 36,2023-01-27,25.89,7,181.0,73.0,58.0,27.0,11.0,12.0,26.28,25.92,24.75,29.15,49.0,24.99,35.99,25.857142857142858
File Folders SKU 36,2023-01-28,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,40.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-01-29,25.99,2,52.0,21.0,16.0,8.0,8.0,-1.0,26.28,25.92,24.75,29.15,36.0,24.99,35.99,26.0
File Folders SKU 36,2023-01-31,25.69,8,206.0,84.0,66.0,31.0,11.0,14.0,26.28,25.92,24.75,29.15,28.0,24.99,35.99,25.75
File Folders SKU 36,2023-02-01,25.59,6,154.0,63.0,49.0,23.0,9.0,10.0,26.28,25.92,24.75,29.15,22.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-02,25.59,6,154.0,63.0,49.0,23.0,12.0,7.0,26.28,25.92,24.75,29.15,204.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-03,25.59,6,154.0,63.0,49.0,23.0,6.0,13.0,26.28,25.92,24.75,29.15,199.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-04,25.59,6,154.0,63.0,49.0,23.0,3.0,16.0,26.28,25.92,24.75,29.15,195.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-05,25.59,6,154.0,63.0,49.0,23.0,2.0,17.0,26.28,25.92,24.75,29.15,194.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-06,25.59,6,154.0,63.0,49.0,23.0,5.0,14.0,26.28,25.92,24.75,29.15,190.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-07,25.79,3,77.0,31.0,25.0,12.0,8.0,1.0,26.28,25.92,24.75,29.15,190.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-08,25.79,7,181.0,73.0,58.0,27.0,12.0,11.0,26.28,25.92,24.75,29.15,190.0,24.99,35.99,25.857142857142858
File Folders SKU 36,2023-02-09,25.59,3,77.0,31.0,25.0,12.0,2.0,7.0,26.28,25.92,24.75,29.15,188.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-10,25.89,4,104.0,42.0,33.0,16.0,16.0,-3.0,26.28,25.92,24.75,29.15,182.0,24.99,35.99,26.0
File Folders SKU 36,2023-02-11,25.59,4,102.0,42.0,33.0,15.0,2.0,10.0,26.28,25.92,24.75,29.15,178.0,24.99,35.99,25.5
File Folders SKU 36,2023-02-12,25.49,1,25.0,10.0,8.0,4.0,1.0,2.0,26.28,25.92,24.75,29.15,170.0,24.99,35.99,25.0
File Folders SKU 36,2023-02-13,25.69,12,308.0,126.0,99.0,46.0,9.0,28.0,26.28,25.92,24.75,29.15,345.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-14,25.99,6,156.0,63.0,49.0,23.0,12.0,9.0,26.28,25.92,24.75,29.15,343.0,24.99,35.99,26.0
File Folders SKU 36,2023-02-15,25.79,3,77.0,31.0,25.0,12.0,4.0,5.0,26.28,25.92,24.75,29.15,337.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-16,25.99,2,52.0,21.0,16.0,8.0,2.0,5.0,26.28,25.92,24.75,29.15,337.0,24.99,35.99,26.0
File Folders SKU 36,2023-02-17,25.89,4,104.0,42.0,33.0,16.0,7.0,6.0,26.28,25.92,24.75,29.15,337.0,24.99,35.99,26.0
File Folders SKU 36,2023-02-18,25.99,4,104.0,42.0,33.0,16.0,6.0,7.0,26.28,25.92,24.75,29.15,337.0,24.99,35.99,26.0
File Folders SKU 36,2023-02-19,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,315.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-20,25.69,5,128.0,52.0,41.0,19.0,6.0,10.0,26.28,25.92,24.75,29.15,315.0,24.99,35.99,25.6
File Folders SKU 36,2023-02-21,0.0,0,0.0,0.0,0.0,0.0,4.0,-4.0,26.28,25.92,24.75,29.15,315.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-22,25.99,2,52.0,21.0,16.0,8.0,4.0,3.0,26.28,25.92,24.75,29.15,315.0,24.99,35.99,26.0
File Folders SKU 36,2023-02-23,25.99,4,104.0,42.0,33.0,16.0,4.0,9.0,26.28,25.92,24.75,29.15,315.0,24.99,35.99,26.0
File Folders SKU 36,2023-02-24,25.59,4,102.0,42.0,33.0,15.0,3.0,9.0,26.28,25.92,24.75,29.15,315.0,24.99,35.99,25.5
File Folders SKU 36,2023-02-25,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,296.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-26,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,296.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-02-27,25.99,5,130.0,52.0,41.0,20.0,12.0,5.0,26.28,25.92,24.75,29.15,294.0,24.99,35.99,26.0
File Folders SKU 36,2023-02-28,25.59,4,102.0,42.0,33.0,15.0,4.0,8.0,26.28,25.92,24.75,29.15,292.0,24.99,35.99,25.5
File Folders SKU 36,2023-03-01,25.69,5,128.0,52.0,41.0,19.0,9.0,7.0,26.28,25.92,24.75,29.15,288.0,24.99,35.99,25.6
File Folders SKU 36,2023-03-02,25.89,8,207.0,84.0,66.0,31.0,9.0,17.0,26.28,25.92,24.75,29.15,286.0,24.99,35.99,25.875
File Folders SKU 36,2023-03-03,25.59,6,154.0,63.0,49.0,23.0,5.0,14.0,26.28,25.92,24.75,29.15,281.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-03-04,25.99,2,52.0,21.0,16.0,8.0,6.0,1.0,26.28,25.92,24.75,29.15,273.0,24.99,35.99,26.0
File Folders SKU 36,2023-03-05,25.99,1,26.0,10.0,8.0,4.0,1.0,3.0,26.28,25.92,24.75,29.15,268.0,24.99,35.99,26.0
File Folders SKU 36,2023-03-06,25.09,5,125.0,52.0,41.0,19.0,4.0,9.0,26.28,25.92,24.75,29.15,265.0,24.99,35.99,25.0
File Folders SKU 36,2023-03-07,25.59,4,102.0,42.0,33.0,15.0,7.0,5.0,26.28,25.92,24.75,29.15,263.0,24.99,35.99,25.5
File Folders SKU 36,2023-03-08,24.99,7,175.0,73.0,58.0,26.0,8.0,10.0,26.28,25.92,24.75,29.15,258.0,24.99,35.99,25.0
File Folders SKU 36,2023-03-09,25.79,8,206.0,84.0,66.0,31.0,10.0,15.0,26.28,25.92,24.75,29.15,253.0,24.99,35.99,25.75
File Folders SKU 36,2023-03-10,25.99,1,26.0,10.0,8.0,4.0,9.0,-5.0,26.28,25.92,24.75,29.15,244.0,24.99,35.99,26.0
File Folders SKU 36,2023-03-11,25.79,3,77.0,31.0,25.0,12.0,2.0,7.0,26.28,25.92,24.75,29.15,244.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-03-12,25.99,1,26.0,10.0,8.0,4.0,1.0,3.0,26.28,25.92,24.75,29.15,242.0,24.99,35.99,26.0
File Folders SKU 36,2023-03-13,25.99,7,182.0,73.0,58.0,27.0,9.0,15.0,26.28,25.92,24.75,29.15,238.0,24.99,35.99,26.0
File Folders SKU 36,2023-03-14,25.69,10,257.0,105.0,82.0,39.0,6.0,25.0,26.28,25.92,24.75,29.15,233.0,24.99,35.99,25.7
File Folders SKU 36,2023-03-15,25.79,10,258.0,105.0,82.0,39.0,10.0,22.0,26.28,25.92,24.75,29.15,232.0,24.99,35.99,25.8
File Folders SKU 36,2023-03-16,25.69,7,180.0,73.0,58.0,27.0,8.0,14.0,26.28,25.92,24.75,29.15,222.0,24.99,35.99,25.714285714285715
File Folders SKU 36,2023-03-17,26.59,10,266.0,105.0,82.0,40.0,3.0,36.0,26.28,25.92,24.75,29.15,213.0,24.99,35.99,26.6
File Folders SKU 36,2023-03-18,26.99,4,108.0,42.0,33.0,16.0,3.0,14.0,26.28,25.92,24.75,29.15,386.0,24.99,35.99,27.0
File Folders SKU 36,2023-03-19,26.99,1,27.0,10.0,8.0,4.0,2.0,3.0,26.28,25.92,24.75,29.15,382.0,24.99,35.99,27.0
File Folders SKU 36,2023-03-20,26.79,10,268.0,105.0,82.0,40.0,6.0,35.0,26.28,25.92,24.75,29.15,379.0,24.99,35.99,26.8
File Folders SKU 36,2023-03-21,26.89,4,108.0,42.0,33.0,16.0,2.0,15.0,26.28,25.92,24.75,29.15,367.0,24.99,35.99,27.0
File Folders SKU 36,2023-03-22,26.79,9,241.0,94.0,74.0,36.0,8.0,29.0,26.28,25.92,24.75,29.15,361.0,24.99,35.99,26.77777777777778
File Folders SKU 36,2023-03-23,26.89,8,215.0,84.0,66.0,32.0,12.0,21.0,26.28,25.92,24.75,29.15,352.0,24.99,35.99,26.875
File Folders SKU 36,2023-03-24,25.79,7,181.0,73.0,58.0,27.0,3.0,20.0,26.28,25.92,24.75,29.15,343.0,24.99,35.99,25.857142857142858
File Folders SKU 36,2023-03-25,0.0,0,0.0,0.0,0.0,0.0,5.0,-5.0,26.28,25.92,24.75,29.15,340.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-03-26,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,333.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-03-27,26.99,3,81.0,31.0,25.0,12.0,2.0,11.0,26.28,25.92,24.75,29.15,332.0,24.99,35.99,27.0
File Folders SKU 36,2023-03-28,26.79,5,134.0,52.0,41.0,20.0,5.0,16.0,26.28,25.92,24.75,29.15,331.0,24.99,35.99,26.8
File Folders SKU 36,2023-03-29,26.79,7,188.0,73.0,58.0,28.0,8.0,21.0,26.28,25.92,24.75,29.15,328.0,24.99,35.99,26.857142857142858
File Folders SKU 36,2023-03-30,26.59,3,80.0,31.0,25.0,12.0,5.0,7.0,26.28,25.92,24.75,29.15,322.0,24.99,35.99,26.666666666666668
File Folders SKU 36,2023-03-31,26.69,2,53.0,21.0,16.0,8.0,1.0,7.0,26.28,25.92,24.75,29.15,320.0,24.99,35.99,26.5
File Folders SKU 36,2023-04-01,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,318.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-04-02,26.99,2,54.0,21.0,16.0,8.0,3.0,6.0,26.28,25.92,24.75,29.15,318.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-03,26.69,2,53.0,21.0,16.0,8.0,9.0,-1.0,26.28,25.92,24.75,29.15,315.0,24.99,35.99,26.5
File Folders SKU 36,2023-04-04,26.69,2,53.0,21.0,16.0,8.0,8.0,0.0,26.28,25.92,24.75,29.15,312.0,24.99,35.99,26.5
File Folders SKU 36,2023-04-05,26.59,6,160.0,63.0,49.0,24.0,4.0,20.0,26.28,25.92,24.75,29.15,310.0,24.99,35.99,26.666666666666668
File Folders SKU 36,2023-04-06,26.69,4,107.0,42.0,33.0,16.0,3.0,13.0,26.28,25.92,24.75,29.15,309.0,24.99,35.99,26.75
File Folders SKU 36,2023-04-07,26.99,2,54.0,21.0,16.0,8.0,6.0,3.0,26.28,25.92,24.75,29.15,303.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-08,26.99,1,27.0,10.0,8.0,4.0,2.0,3.0,26.28,25.92,24.75,29.15,661.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-09,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,660.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-04-10,26.99,1,27.0,10.0,8.0,4.0,5.0,0.0,26.28,25.92,24.75,29.15,655.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-11,26.79,6,161.0,63.0,49.0,24.0,8.0,17.0,26.28,25.92,24.75,29.15,654.0,24.99,35.99,26.833333333333332
File Folders SKU 36,2023-04-12,26.69,4,107.0,42.0,33.0,16.0,1.0,15.0,26.28,25.92,24.75,29.15,658.0,24.99,35.99,26.75
File Folders SKU 36,2023-04-13,26.99,1,27.0,10.0,8.0,4.0,8.0,-3.0,26.28,25.92,24.75,29.15,656.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-14,26.69,9,240.0,94.0,74.0,36.0,6.0,30.0,26.28,25.92,24.75,29.15,650.0,24.99,35.99,26.666666666666668
File Folders SKU 36,2023-04-15,26.39,3,79.0,31.0,25.0,12.0,2.0,9.0,26.28,25.92,24.75,29.15,647.0,24.99,35.99,26.333333333333332
File Folders SKU 36,2023-04-16,26.99,1,27.0,10.0,8.0,4.0,2.0,3.0,26.28,25.92,24.75,29.15,647.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-17,26.79,8,214.0,84.0,66.0,32.0,6.0,26.0,26.28,25.92,24.75,29.15,639.0,24.99,35.99,26.75
File Folders SKU 36,2023-04-18,26.99,2,54.0,21.0,16.0,8.0,5.0,4.0,26.28,25.92,24.75,29.15,635.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-19,25.79,6,155.0,63.0,49.0,23.0,6.0,14.0,26.28,25.92,24.75,29.15,628.0,24.99,35.99,25.833333333333332
File Folders SKU 36,2023-04-20,26.19,10,262.0,105.0,82.0,39.0,4.0,32.0,26.28,25.92,24.75,29.15,625.0,24.99,35.99,26.2
File Folders SKU 36,2023-04-21,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,624.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-04-22,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,607.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-04-23,26.99,1,27.0,10.0,8.0,4.0,3.0,2.0,26.28,25.92,24.75,29.15,606.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-24,26.99,4,108.0,42.0,33.0,16.0,7.0,10.0,26.28,25.92,24.75,29.15,610.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-25,26.79,6,161.0,63.0,49.0,24.0,7.0,18.0,26.28,25.92,24.75,29.15,609.0,24.99,35.99,26.833333333333332
File Folders SKU 36,2023-04-26,26.59,10,266.0,105.0,82.0,40.0,5.0,34.0,26.28,25.92,24.75,29.15,607.0,24.99,35.99,26.6
File Folders SKU 36,2023-04-27,26.79,5,134.0,52.0,41.0,20.0,7.0,14.0,26.28,25.92,24.75,29.15,600.0,24.99,35.99,26.8
File Folders SKU 36,2023-04-28,26.89,10,269.0,105.0,82.0,40.0,3.0,39.0,26.28,25.92,24.75,29.15,595.0,24.99,35.99,26.9
File Folders SKU 36,2023-04-29,26.99,2,54.0,21.0,16.0,8.0,1.0,8.0,26.28,25.92,24.75,29.15,595.0,24.99,35.99,27.0
File Folders SKU 36,2023-04-30,26.99,1,27.0,10.0,8.0,4.0,1.0,4.0,26.28,25.92,24.75,29.15,589.0,24.99,35.99,27.0
File Folders SKU 36,2023-05-01,26.69,5,133.0,52.0,41.0,20.0,3.0,17.0,26.28,25.92,24.75,29.15,576.0,24.99,35.99,26.6
File Folders SKU 36,2023-05-02,26.79,7,188.0,73.0,58.0,28.0,5.0,24.0,26.28,25.92,24.75,29.15,572.0,24.99,35.99,26.857142857142858
File Folders SKU 36,2023-05-03,26.99,1,27.0,10.0,8.0,4.0,6.0,-1.0,26.28,25.92,24.75,29.15,569.0,24.99,35.99,27.0
File Folders SKU 36,2023-05-04,26.99,3,81.0,31.0,25.0,12.0,4.0,9.0,26.28,25.92,24.75,29.15,562.0,24.99,35.99,27.0
File Folders SKU 36,2023-05-05,25.99,16,416.0,168.0,132.0,62.0,8.0,46.0,26.28,25.92,24.75,29.15,558.0,24.99,35.99,26.0
File Folders SKU 36,2023-05-06,26.99,4,108.0,42.0,33.0,16.0,1.0,16.0,26.28,25.92,24.75,29.15,555.0,24.99,35.99,27.0
File Folders SKU 36,2023-05-07,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,554.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-05-08,26.69,2,53.0,21.0,16.0,8.0,6.0,2.0,26.28,25.92,24.75,29.15,550.0,24.99,35.99,26.5
File Folders SKU 36,2023-05-09,26.89,4,108.0,42.0,33.0,16.0,4.0,13.0,26.28,25.92,24.75,29.15,548.0,24.99,35.99,27.0
File Folders SKU 36,2023-05-10,26.69,8,214.0,84.0,66.0,32.0,6.0,26.0,26.28,25.92,24.75,29.15,538.0,24.99,35.99,26.75
File Folders SKU 36,2023-05-11,26.69,5,133.0,52.0,41.0,20.0,6.0,14.0,26.28,25.92,24.75,29.15,532.0,24.99,35.99,26.6
File Folders SKU 36,2023-05-12,26.89,6,161.0,63.0,49.0,24.0,4.0,21.0,26.28,25.92,24.75,29.15,530.0,24.99,35.99,26.833333333333332
File Folders SKU 36,2023-05-13,26.99,1,27.0,10.0,8.0,4.0,2.0,3.0,26.28,25.92,24.75,29.15,525.0,24.99,35.99,27.0
File Folders SKU 36,2023-05-14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,525.0,24.99,35.99,25.666666666666668
File Folders SKU 36,2023-05-15,26.79,3,80.0,31.0,25.0,12.0,4.0,8.0,26.28,25.92,24.75,29.15,518.0,24.99,35.99,26.666666666666668
File Folders SKU 36,2023-05-16,25.89,19,492.0,199.0,156.0,74.0,5.0,58.0,26.28,25.92,24.75,29.15,513.0,24.99,35.99,25.894736842105264
